puzzle_id,rating,moves,themes,fen,solution_depth,description,algo,heuristic,found,solution_length,nodes_expanded,runtime,reached_max_nodes
000Zo,1353,e5f6 e8e1 g1f2 e1f1,['endgame' 'mate' 'mateIn2' 'short'],4r3/1k6/pp3r2/1b2P2p/3R1p2/P1R2P2/1P4PP/6K1 w - - 0 35,2,['endgame' 'mate' 'mateIn2' 'short'],bfs,na,1,3,3053,2.0638312500013853,0
000Zo,1353,e5f6 e8e1 g1f2 e1f1,['endgame' 'mate' 'mateIn2' 'short'],4r3/1k6/pp3r2/1b2P2p/3R1p2/P1R2P2/1P4PP/6K1 w - - 0 35,2,['endgame' 'mate' 'mateIn2' 'short'],dfs,na,0,-1,10000,0.28820262500084937,1
000Zo,1353,e5f6 e8e1 g1f2 e1f1,['endgame' 'mate' 'mateIn2' 'short'],4r3/1k6/pp3r2/1b2P2p/3R1p2/P1R2P2/1P4PP/6K1 w - - 0 35,2,['endgame' 'mate' 'mateIn2' 'short'],ucs,na,1,3,3053,2.021666542001185,0
000Zo,1353,e5f6 e8e1 g1f2 e1f1,['endgame' 'mate' 'mateIn2' 'short'],4r3/1k6/pp3r2/1b2P2p/3R1p2/P1R2P2/1P4PP/6K1 w - - 0 35,2,['endgame' 'mate' 'mateIn2' 'short'],astar,null_heuristic,1,3,3053,2.0284690410044277,0
000Zo,1353,e5f6 e8e1 g1f2 e1f1,['endgame' 'mate' 'mateIn2' 'short'],4r3/1k6/pp3r2/1b2P2p/3R1p2/P1R2P2/1P4PP/6K1 w - - 0 35,2,['endgame' 'mate' 'mateIn2' 'short'],astar,material_heuristic,1,3,372,0.28962624999985565,0
000Zo,1353,e5f6 e8e1 g1f2 e1f1,['endgame' 'mate' 'mateIn2' 'short'],4r3/1k6/pp3r2/1b2P2p/3R1p2/P1R2P2/1P4PP/6K1 w - - 0 35,2,['endgame' 'mate' 'mateIn2' 'short'],astar,mate_in_one_heuristic,1,3,1029,3.6831473339989316,0
000Zo,1353,e5f6 e8e1 g1f2 e1f1,['endgame' 'mate' 'mateIn2' 'short'],4r3/1k6/pp3r2/1b2P2p/3R1p2/P1R2P2/1P4PP/6K1 w - - 0 35,2,['endgame' 'mate' 'mateIn2' 'short'],astar,attacker_proximity_heuristic,1,3,6012,4.683170333002636,0
000Zo,1353,e5f6 e8e1 g1f2 e1f1,['endgame' 'mate' 'mateIn2' 'short'],4r3/1k6/pp3r2/1b2P2p/3R1p2/P1R2P2/1P4PP/6K1 w - - 0 35,2,['endgame' 'mate' 'mateIn2' 'short'],astar,opponent_king_escape_heuristic,1,3,28,0.041872040994348936,0
000Zo,1353,e5f6 e8e1 g1f2 e1f1,['endgame' 'mate' 'mateIn2' 'short'],4r3/1k6/pp3r2/1b2P2p/3R1p2/P1R2P2/1P4PP/6K1 w - - 0 35,2,['endgame' 'mate' 'mateIn2' 'short'],astar,mobility_heuristic,0,-1,10000,2.6859184999993886,1
000Zo,1353,e5f6 e8e1 g1f2 e1f1,['endgame' 'mate' 'mateIn2' 'short'],4r3/1k6/pp3r2/1b2P2p/3R1p2/P1R2P2/1P4PP/6K1 w - - 0 35,2,['endgame' 'mate' 'mateIn2' 'short'],astar,checks_available_heuristic,0,-1,10000,24.496312625000428,1
000Zo,1353,e5f6 e8e1 g1f2 e1f1,['endgame' 'mate' 'mateIn2' 'short'],4r3/1k6/pp3r2/1b2P2p/3R1p2/P1R2P2/1P4PP/6K1 w - - 0 35,2,['endgame' 'mate' 'mateIn2' 'short'],astar,composite_heuristic,1,3,147,0.37051112500193994,0
000hf,1575,e8f7 e2e6 f7f8 e6f7,['mate' 'mateIn2' 'middlegame' 'short'],r1bqk2r/pp1nbNp1/2p1p2p/8/2BP4/1PN3P1/P3QP1P/3R1RK1 b kq - 0 19,2,['mate' 'mateIn2' 'middlegame' 'short'],bfs,na,0,-1,10000,11.954446916999586,1
000hf,1575,e8f7 e2e6 f7f8 e6f7,['mate' 'mateIn2' 'middlegame' 'short'],r1bqk2r/pp1nbNp1/2p1p2p/8/2BP4/1PN3P1/P3QP1P/3R1RK1 b kq - 0 19,2,['mate' 'mateIn2' 'middlegame' 'short'],dfs,na,1,4,5191,0.1347879590030061,0
000hf,1575,e8f7 e2e6 f7f8 e6f7,['mate' 'mateIn2' 'middlegame' 'short'],r1bqk2r/pp1nbNp1/2p1p2p/8/2BP4/1PN3P1/P3QP1P/3R1RK1 b kq - 0 19,2,['mate' 'mateIn2' 'middlegame' 'short'],ucs,na,0,-1,10000,12.128288042003987,1
000hf,1575,e8f7 e2e6 f7f8 e6f7,['mate' 'mateIn2' 'middlegame' 'short'],r1bqk2r/pp1nbNp1/2p1p2p/8/2BP4/1PN3P1/P3QP1P/3R1RK1 b kq - 0 19,2,['mate' 'mateIn2' 'middlegame' 'short'],astar,null_heuristic,0,-1,10000,12.595782832999248,1
000hf,1575,e8f7 e2e6 f7f8 e6f7,['mate' 'mateIn2' 'middlegame' 'short'],r1bqk2r/pp1nbNp1/2p1p2p/8/2BP4/1PN3P1/P3QP1P/3R1RK1 b kq - 0 19,2,['mate' 'mateIn2' 'middlegame' 'short'],astar,material_heuristic,0,-1,10000,16.647826124994026,1
000hf,1575,e8f7 e2e6 f7f8 e6f7,['mate' 'mateIn2' 'middlegame' 'short'],r1bqk2r/pp1nbNp1/2p1p2p/8/2BP4/1PN3P1/P3QP1P/3R1RK1 b kq - 0 19,2,['mate' 'mateIn2' 'middlegame' 'short'],astar,mate_in_one_heuristic,0,-1,10000,60.50121858299826,1
000hf,1575,e8f7 e2e6 f7f8 e6f7,['mate' 'mateIn2' 'middlegame' 'short'],r1bqk2r/pp1nbNp1/2p1p2p/8/2BP4/1PN3P1/P3QP1P/3R1RK1 b kq - 0 19,2,['mate' 'mateIn2' 'middlegame' 'short'],astar,attacker_proximity_heuristic,0,-1,10000,13.410697584004083,1
000hf,1575,e8f7 e2e6 f7f8 e6f7,['mate' 'mateIn2' 'middlegame' 'short'],r1bqk2r/pp1nbNp1/2p1p2p/8/2BP4/1PN3P1/P3QP1P/3R1RK1 b kq - 0 19,2,['mate' 'mateIn2' 'middlegame' 'short'],astar,opponent_king_escape_heuristic,0,-1,10000,24.682184541001334,1
000hf,1575,e8f7 e2e6 f7f8 e6f7,['mate' 'mateIn2' 'middlegame' 'short'],r1bqk2r/pp1nbNp1/2p1p2p/8/2BP4/1PN3P1/P3QP1P/3R1RK1 b kq - 0 19,2,['mate' 'mateIn2' 'middlegame' 'short'],astar,mobility_heuristic,1,4,1879,0.8289626670011785,0
000hf,1575,e8f7 e2e6 f7f8 e6f7,['mate' 'mateIn2' 'middlegame' 'short'],r1bqk2r/pp1nbNp1/2p1p2p/8/2BP4/1PN3P1/P3QP1P/3R1RK1 b kq - 0 19,2,['mate' 'mateIn2' 'middlegame' 'short'],astar,checks_available_heuristic,0,-1,10000,54.27668316600466,1
000hf,1575,e8f7 e2e6 f7f8 e6f7,['mate' 'mateIn2' 'middlegame' 'short'],r1bqk2r/pp1nbNp1/2p1p2p/8/2BP4/1PN3P1/P3QP1P/3R1RK1 b kq - 0 19,2,['mate' 'mateIn2' 'middlegame' 'short'],astar,composite_heuristic,1,4,2291,12.07070833400212,0
001Wz,1118,e8e5 d1d8 e5e8 d8e8,['backRankMate' 'endgame' 'mate' 'mateIn2' 'short'],4r1k1/5ppp/r1p5/p1n1RP2/8/2P2N1P/2P3P1/3R2K1 b - - 0 21,2,['backRankMate' 'endgame' 'mate' 'mateIn2' 'short'],bfs,na,1,2,56,0.03839529199467506,0
001Wz,1118,e8e5 d1d8 e5e8 d8e8,['backRankMate' 'endgame' 'mate' 'mateIn2' 'short'],4r1k1/5ppp/r1p5/p1n1RP2/8/2P2N1P/2P3P1/3R2K1 b - - 0 21,2,['backRankMate' 'endgame' 'mate' 'mateIn2' 'short'],dfs,na,1,4,5,0.0007222499989438802,0
001Wz,1118,e8e5 d1d8 e5e8 d8e8,['backRankMate' 'endgame' 'mate' 'mateIn2' 'short'],4r1k1/5ppp/r1p5/p1n1RP2/8/2P2N1P/2P3P1/3R2K1 b - - 0 21,2,['backRankMate' 'endgame' 'mate' 'mateIn2' 'short'],ucs,na,1,2,56,0.049541874999704305,0
001Wz,1118,e8e5 d1d8 e5e8 d8e8,['backRankMate' 'endgame' 'mate' 'mateIn2' 'short'],4r1k1/5ppp/r1p5/p1n1RP2/8/2P2N1P/2P3P1/3R2K1 b - - 0 21,2,['backRankMate' 'endgame' 'mate' 'mateIn2' 'short'],astar,null_heuristic,1,2,56,0.038475832996482495,0
001Wz,1118,e8e5 d1d8 e5e8 d8e8,['backRankMate' 'endgame' 'mate' 'mateIn2' 'short'],4r1k1/5ppp/r1p5/p1n1RP2/8/2P2N1P/2P3P1/3R2K1 b - - 0 21,2,['backRankMate' 'endgame' 'mate' 'mateIn2' 'short'],astar,material_heuristic,0,-1,10000,10.27459075000661,1
001Wz,1118,e8e5 d1d8 e5e8 d8e8,['backRankMate' 'endgame' 'mate' 'mateIn2' 'short'],4r1k1/5ppp/r1p5/p1n1RP2/8/2P2N1P/2P3P1/3R2K1 b - - 0 21,2,['backRankMate' 'endgame' 'mate' 'mateIn2' 'short'],astar,mate_in_one_heuristic,1,2,28,0.1300654169972404,0
